transaction_id,customer_id,merchant_id,transaction_time,amount,card_type,location,purchase_category,customer_age,is_fraudulent
44,344280,2028,3/19/2024 17:18,7308.708,Rupay,Chennai,POS,55,0
45,928927,2077,11/14/2023 6:18,,Rupay,Hyderabad,Digital,24,1
46,775029,2039,12/30/2023 7:28,2829.444,Visa,Bangalore,Digital,47,0
47,685070,2040,3/15/2024 20:44,4727.412,Visa,Ahmedabad,Digital,68,
49,732998,2010,10/11/2023 17:36,4992.83,MasterCard,Bangalore,Digital,27,
51,488045,2000,11/22/2023 9:30,1407.58,Visa,Kolkata,POS,59,1
52,202454,2045,10/17/2023 14:50,6966.69,MasterCard,Ahmedabad,POS,65,1
53,105140,2020,10/10/2023 12:28,4072.97,Rupay,Pune,POS,61,0
54,146322,2089,11/8/2023 3:14,,MasterCard,Bangalore,POS,35,0
55,367959,2035,1/25/2024 8:11,7190.1,MasterCard,Surat,Digital,40,0
56,256626,2053,9/19/2023 9:04,,Visa,Chennai,POS,50,1
57,735230,2086,9/11/2023 20:17,11895.6,Rupay,Hyderabad,,33,1
58,103361,2056,9/15/2023 13:25,1460.272,MasterCard,Pune,Digital,55,1
59,825628,2000,12/19/2023 5:24,1628.835,Rupay,Ahmedabad,Digital,,0
61,802751,2053,11/26/2023 19:29,5804.95,Rupay,Chennai,Digital,45,0
62,108281,2054,3/18/2024 23:20,4166.85,MasterCard,Pune,Digital,19,0
63,652304,2039,10/16/2023 4:09,1386.363,MasterCard,Kolkata,POS,47,0
64,141227,2014,3/5/2024 23:09,1488.795,Rupay,Ahmedabad,Digital,30,0
66,906548,2046,3/14/2024 2:12,2938.62,MasterCard,Hyderabad,Digital,33,
67,422454,2072,11/9/2023 4:54,5881.59,MasterCard,Delhi,Digital,22,1
72,801702,2056,3/12/2024 11:15,722.75,Visa,Chennai,Digital,41,0
73,423573,2025,12/11/2023 18:11,,Rupay,Bangalore,Digital,44,0
74,623148,2040,12/18/2023 3:52,3563.16,MasterCard,Jaipur,POS,47,1
75,168286,2034,1/12/2024 0:44,8948.148,MasterCard,Mumbai,POS,62,0
76,808569,2062,1/2/2024 16:56,8806.79,Rupay,Mumbai,POS,44,0
77,605173,2024,10/8/2023 9:53,,Visa,Pune,POS,43,0
78,120413,2089,10/6/2023 23:25,9635.274,Rupay,Pune,Digital,24,1
79,582477,2074,11/26/2023 6:56,3277.12,Rupay,Ahmedabad,Digital,59,0
80,391236,2037,3/19/2024 23:10,,MasterCard,Pune,Digital,64,1
82,360153,2006,12/21/2023 7:36,11930.028,Rupay,Pune,Digital,22,0
84,800196,2090,10/14/2023 23:36,10079.91,MasterCard,Pune,Digital,45,0
85,336634,2033,1/23/2024 2:34,,,Delhi,Digital,51,1
87,211576,2016,3/22/2024 15:50,648.42,Visa,Kolkata,POS,49,0
88,843351,2042,2/6/2024 21:48,6209.335,Rupay,Chennai,Digital,43,0
89,588414,2058,2/3/2024 6:15,11494.044,MasterCard,Ahmedabad,POS,65,0
90,531947,2050,11/22/2023 8:01,1794.26,Rupay,Hyderabad,Digital,48,0
91,852397,2053,9/8/2023 10:57,,MasterCard,Kolkata,Digital,36,1
93,370479,2024,11/19/2023 23:33,8072.235,Visa,Surat,POS,46,0
94,472319,2070,2/2/2024 22:22,1011.93,MasterCard,Delhi,Digital,68,1
95,379181,2051,2/4/2024 0:54,6796.785,MasterCard,Mumbai,POS,,
96,116505,2069,11/3/2023 0:37,11360.745,MasterCard,Delhi,Digital,21,0
97,246232,2087,9/20/2023 18:44,3508.34,Visa,Pune,Digital,20,
98,159139,2032,9/27/2023 18:03,7999.044,MasterCard,Ahmedabad,Digital,46,0
100,703242,2028,3/14/2024 21:41,10202.962,Rupay,Bangalore,Digital,28,0
101,327304,2062,2/12/2024 17:26,2384.69,MasterCard,,Digital,50,1
102,268680,2021,3/13/2024 3:55,,Rupay,Delhi,Digital,27,0
103,300039,2025,1/20/2024 17:16,1566.54,Rupay,Surat,Digital,28,0
104,108252,2027,11/14/2023 0:52,17865.378,Rupay,Kolkata,Digital,,1
105,536279,2084,1/24/2024 1:04,13910.49,Visa,Ahmedabad,POS,,1
107,768641,2070,2/22/2024 7:36,8428.23,MasterCard,Mumbai,Digital,,0
109,165129,2083,2/27/2024 2:19,9382.02,Visa,Pune,Digital,55,1
110,348705,2048,10/27/2023 4:56,1405.185,Visa,Jaipur,Digital,63,1
111,196434,2019,9/3/2023 19:59,,Visa,,Digital,19,0
112,893893,2085,12/21/2023 11:02,1320.75,Visa,Pune,Digital,44,
114,330554,2062,9/23/2023 2:14,11746.77,Visa,Hyderabad,POS,28,0
115,772289,2060,10/2/2023 8:45,7102.01,Rupay,Pune,Digital,64,0
116,150397,2048,1/17/2024 4:33,737.64,MasterCard,Hyderabad,POS,35,0
117,277887,2070,12/8/2023 4:42,5059.1145,MasterCard,Ahmedabad,POS,18,0
118,332717,2000,2/11/2024 21:08,2667.97,Rupay,Surat,Digital,52,1
119,784722,2095,2/14/2024 15:03,4360.032,Rupay,Mumbai,POS,52,0
121,311504,2093,2/6/2024 6:39,,,Pune,,45,0
122,791029,2086,9/7/2023 10:01,6116.363,Rupay,Pune,POS,56,0
124,780035,2055,12/2/2023 15:42,3999.97,MasterCard,Delhi,Digital,42,0
125,461158,2082,3/30/2024 10:30,4949.637,MasterCard,Pune,Digital,,1
126,887624,2061,2/17/2024 20:24,7231.092,Visa,Hyderabad,,55,0
127,924556,2031,2/27/2024 3:22,7771.515,Visa,Chennai,POS,37,0
128,882252,2029,12/9/2023 23:39,15176.6175,Visa,Mumbai,POS,20,0
129,704382,2028,10/6/2023 13:55,5993.748,MasterCard,Pune,Digital,68,
130,995293,2048,10/3/2023 0:25,17859.546,Visa,Ahmedabad,Digital,19,0
131,665060,2044,3/4/2024 23:16,,Rupay,Bangalore,Digital,35,0
132,253438,2092,2/23/2024 11:13,2337.148,Visa,Hyderabad,Digital,61,0
134,148881,2015,10/23/2023 9:39,1328.635,Visa,Pune,Digital,22,1
135,426842,2039,3/1/2024 14:19,8183.62,Visa,Surat,POS,26,1
136,487524,2018,2/7/2024 20:21,4220.92,,Hyderabad,,19,0
137,625482,2017,10/5/2023 15:38,9664.424,Rupay,Delhi,Digital,51,0
140,408619,2046,12/2/2023 7:11,8701.88,MasterCard,Pune,POS,27,0
141,552276,2065,3/27/2024 23:25,5546.808,Rupay,Jaipur,POS,67,0
142,236003,2091,10/5/2023 22:37,940.665,MasterCard,Bangalore,Digital,29,0
143,460715,2093,1/8/2024 10:09,4871.58,Visa,Kolkata,Digital,53,0
147,917225,2003,1/27/2024 21:04,9757.32,Visa,Delhi,Digital,23,0
148,280587,2000,11/7/2023 5:21,9641.505,Rupay,Pune,Digital,,1
149,284084,2007,11/11/2023 13:11,9057.048,Visa,Hyderabad,Digital,66,0
151,826491,2054,10/25/2023 20:05,8627.04,Rupay,Delhi,POS,,
152,799456,2002,1/29/2024 5:41,13847.145,Visa,Surat,Digital,22,0
153,266723,2031,3/22/2024 21:44,5385.897,Visa,Jaipur,Digital,63,0
155,751731,2073,9/28/2023 5:15,,Visa,,POS,38,1
156,383598,2082,2/27/2024 0:41,2684.46,Visa,Kolkata,Digital,62,0
157,582159,2033,10/25/2023 21:33,5050.53,,Pune,Digital,43,0
158,578099,2096,11/20/2023 13:57,4016.7,Visa,Bangalore,POS,55,1
159,730031,2086,3/7/2024 10:28,1657.062,,Jaipur,Digital,,0
160,876496,2054,10/13/2023 11:45,4448.364,Rupay,Hyderabad,POS,43,0
161,302810,2091,1/23/2024 5:52,1092.465,,Jaipur,,25,0
162,153259,2031,10/3/2023 3:15,506.2695,Visa,Hyderabad,Digital,22,0
164,967047,2006,12/14/2023 9:59,11559.6,Rupay,Ahmedabad,Digital,33,1
165,143241,2092,1/22/2024 12:31,,MasterCard,Chennai,Digital,18,0
166,471240,2007,9/27/2023 8:38,10625.923,MasterCard,Bangalore,POS,33,0
167,750403,2064,10/27/2023 11:34,5224.02,Visa,Hyderabad,Digital,54,1
169,683025,2066,1/26/2024 5:52,7629.165,Visa,Delhi,Digital,69,0
170,847727,2087,1/2/2024 1:50,6634.71,Visa,Jaipur,Digital,64,0
171,638836,2086,10/21/2023 23:18,1982.448,Rupay,Pune,Digital,48,0
172,189802,2058,12/7/2023 21:28,7068.842,Visa,Mumbai,Digital,30,0
173,671201,2071,1/18/2024 5:00,3299.37,Rupay,Delhi,Digital,33,1
174,501175,2053,3/22/2024 14:01,7457.88,Visa,Surat,Digital,60,1
175,144823,2066,9/26/2023 20:03,7823.4,MasterCard,Kolkata,Digital,38,0
176,622438,2050,9/4/2023 11:03,1562.65,MasterCard,Mumbai,Digital,19,0
177,490672,2096,10/16/2023 2:08,990.645,Visa,Ahmedabad,Digital,44,1
178,372411,2091,10/20/2023 4:53,11727.87,Visa,Jaipur,,55,0
179,299013,2007,12/12/2023 19:05,5087.511,,Chennai,POS,43,0
180,116785,2033,11/29/2023 20:54,628.73,Visa,Ahmedabad,Digital,,1
182,561621,2095,10/11/2023 14:42,624.92,Visa,Mumbai,Digital,42,0
183,288871,2087,11/14/2023 18:45,6965.6,MasterCard,Kolkata,POS,28,0
184,328572,2077,10/21/2023 20:46,9837.61,,Pune,,25,0
185,933114,2031,10/4/2023 10:19,2672.824,MasterCard,Chennai,Digital,25,0
187,899885,2015,10/12/2023 19:11,1257.78,MasterCard,Jaipur,POS,24,0
190,807678,2053,3/7/2024 8:38,6937.01,,Ahmedabad,,25,1
191,972708,2084,2/7/2024 23:43,1004.7,Rupay,Mumbai,Digital,68,0
192,954155,2013,11/8/2023 0:40,7678.125,Rupay,Ahmedabad,POS,38,0
193,390586,2094,2/16/2024 20:09,10963.843,MasterCard,,POS,37,
195,913089,2047,11/19/2023 3:43,9257.145,Rupay,Kolkata,Digital,63,0
196,187205,2081,2/14/2024 0:52,4645.83,Rupay,Bangalore,Digital,48,
198,702484,2073,2/19/2024 14:30,6352.872,Rupay,Delhi,POS,46,0
199,881954,2006,9/27/2023 18:49,4718.483,,Kolkata,POS,65,
200,758784,2032,12/23/2023 18:31,1350.57,Rupay,Pune,POS,26,1
201,688115,2022,11/11/2023 11:11,8871.71,Visa,Chennai,Digital,32,0
203,701914,2018,2/16/2024 0:56,2979.735,MasterCard,Ahmedabad,Digital,43,
204,426879,2018,12/7/2023 23:13,6120.1965,MasterCard,Kolkata,POS,27,0
205,800623,2035,12/9/2023 22:32,5004.708,Rupay,Chennai,Digital,46,1
206,271588,2028,10/19/2023 21:58,9112.4,Visa,Ahmedabad,Digital,33,0
208,571925,2081,11/4/2023 0:50,13868.244,MasterCard,Surat,Digital,37,0
209,798689,2001,11/7/2023 9:42,159.76,MasterCard,Kolkata,Digital,62,1
210,184365,2000,10/18/2023 7:02,4609.803,MasterCard,Chennai,Digital,54,0
211,975096,2046,9/7/2023 3:04,7259.055,,Ahmedabad,,39,1
212,715145,2068,10/5/2023 11:12,240.96,Rupay,Ahmedabad,Digital,24,1
213,524892,2019,9/29/2023 2:46,4347.981,Visa,Pune,Digital,40,
214,159754,2010,1/23/2024 20:14,7614.88,Visa,Mumbai,,58,
215,791161,2001,11/19/2023 13:43,1414.24,MasterCard,Pune,POS,57,1
216,836425,2066,10/9/2023 6:19,5913.974,Visa,Chennai,Digital,46,0
217,910349,2086,12/22/2023 17:48,2629.512,MasterCard,Hyderabad,Digital,33,0
218,682781,2011,11/23/2023 6:11,,MasterCard,Jaipur,POS,55,0
219,458964,2019,11/8/2023 1:09,4409.91,Visa,,Digital,45,1
220,602761,2004,10/26/2023 4:19,,MasterCard,Pune,,65,0
221,488917,2036,10/27/2023 14:15,8025.29,Visa,Ahmedabad,Digital,55,1
223,906307,2093,2/2/2024 23:42,7356.225,Visa,Surat,Digital,31,0
224,766461,2008,9/13/2023 16:20,1370.256,,Kolkata,Digital,50,0
225,853825,2097,9/6/2023 22:28,5502.2,Visa,Surat,Digital,26,0
226,183701,2052,12/25/2023 20:43,4571.05,MasterCard,Jaipur,,44,0
228,253440,2098,2/7/2024 23:49,1538.88,MasterCard,Pune,Digital,30,1
230,169917,2023,1/3/2024 7:13,1697.278,Rupay,Chennai,Digital,46,1
231,607905,2080,10/24/2023 14:52,3280.53,MasterCard,Chennai,POS,68,0
232,719379,2073,1/23/2024 6:39,8864.04,MasterCard,Delhi,Digital,66,0
234,813415,2058,1/25/2024 5:24,6822.162,MasterCard,Pune,Digital,45,0
235,175971,2086,9/1/2023 17:41,4770.048,MasterCard,Jaipur,,45,1
237,635197,2080,11/12/2023 11:28,7860.91,MasterCard,Surat,Digital,40,0
239,918144,2013,9/29/2023 10:51,9555.58,Rupay,Mumbai,Digital,22,0
240,759403,2008,3/19/2024 23:24,14183.442,MasterCard,Surat,Digital,59,1
241,639470,2039,9/16/2023 5:50,4782.45,MasterCard,Delhi,POS,24,1
242,883348,2065,10/2/2023 13:17,6896.94,MasterCard,Chennai,POS,59,0
244,237102,2072,11/3/2023 23:06,4263.5505,Rupay,,Digital,58,1
245,582905,2021,1/16/2024 20:01,8416.67,Visa,Surat,Digital,44,0
246,451009,2003,3/26/2024 18:17,432.34,,Bangalore,POS,,0
247,850657,2025,12/21/2023 6:15,9924.783,MasterCard,Jaipur,Digital,19,1
248,382504,2057,12/14/2023 22:31,5105.87,MasterCard,Hyderabad,POS,42,1
249,670262,2028,11/14/2023 11:10,7029.165,Rupay,Kolkata,POS,26,1
250,872761,2097,9/6/2023 16:03,6610.57,MasterCard,Kolkata,POS,44,0
252,177561,2036,9/9/2023 4:42,10535.019,Rupay,Delhi,Digital,40,1
253,780072,2074,2/12/2024 3:18,11085.552,Rupay,Delhi,POS,27,1
254,950908,2069,10/21/2023 9:12,784.509,Rupay,Hyderabad,,59,1
257,251086,2041,3/22/2024 6:16,7387.47,Rupay,Jaipur,POS,20,0
258,883031,2099,2/10/2024 6:00,5146.61,Rupay,Pune,Digital,23,0
259,383532,2040,1/24/2024 8:34,8181.924,MasterCard,Hyderabad,Digital,23,0
260,287660,2037,11/4/2023 10:02,464.65,MasterCard,,Digital,,1
261,471951,2033,1/9/2024 22:02,983.048,MasterCard,Bangalore,Digital,35,0
262,612586,2016,1/18/2024 18:22,,Visa,Ahmedabad,POS,40,
264,291276,2024,9/9/2023 18:41,834.9,,,Digital,29,0
265,650772,2075,11/13/2023 9:12,170.48,Visa,Chennai,POS,,1
266,617700,2086,11/19/2023 17:24,9567.19,Rupay,Bangalore,POS,54,0
267,539639,2085,11/13/2023 13:02,8865.852,,Jaipur,Digital,37,0
269,874415,2026,2/23/2024 13:19,3000.53,Rupay,,Digital,41,0
270,306084,2056,3/23/2024 8:28,3529.55,Visa,Hyderabad,Digital,65,0
272,685850,2005,3/22/2024 12:46,,Rupay,Surat,POS,18,0
274,550895,2039,11/15/2023 6:51,2138.868,Rupay,Mumbai,POS,34,0
275,914903,2097,12/25/2023 4:36,1697.916,Rupay,Chennai,Digital,18,0
278,289156,2070,3/8/2024 14:42,2687.21,Rupay,Pune,Digital,47,0
280,556350,2044,10/15/2023 16:42,867.61,Visa,,POS,64,1
282,974385,2025,11/14/2023 20:21,3587.616,Visa,Mumbai,Digital,63,0
283,325373,2084,12/15/2023 10:46,7703.77,Rupay,Delhi,Digital,28,1
284,756791,2091,12/8/2023 8:15,6265.4,MasterCard,Ahmedabad,Digital,41,0
286,429838,2045,11/23/2023 8:49,2096.59,MasterCard,Surat,Digital,61,1
288,900633,2001,1/3/2024 17:32,6786.318,Visa,Pune,Digital,,0
289,229925,2053,3/28/2024 18:17,8533.371,Rupay,Jaipur,Digital,30,0
290,420910,2064,10/30/2023 18:40,7748.22,MasterCard,Bangalore,,18,
291,547137,2050,2/6/2024 1:17,8788.7415,Visa,Delhi,Digital,41,1
292,552098,2052,10/4/2023 17:05,,Visa,,Digital,,1
293,209579,2035,3/25/2024 19:09,10655.106,Visa,,POS,52,0
294,939618,2025,10/20/2023 1:44,11995.815,Visa,Hyderabad,,41,0
295,523952,2028,3/17/2024 17:18,2963.58,MasterCard,Mumbai,Digital,45,0
296,516408,2020,4/1/2024 3:05,17641.26,,Mumbai,Digital,53,0
297,998799,2010,2/3/2024 10:57,6038.72,Rupay,Kolkata,POS,33,1
298,704385,2039,1/4/2024 10:49,5845.11,Visa,,Digital,57,0
299,840028,2010,12/3/2023 10:05,8242.663,MasterCard,Kolkata,Digital,33,0
301,344685,2058,9/7/2023 10:42,7240.156,MasterCard,Jaipur,Digital,68,
303,660326,2098,12/20/2023 20:52,3415.76,Rupay,Kolkata,Digital,33,0
304,511081,2053,1/21/2024 6:15,9284.43,Visa,Mumbai,Digital,32,0
305,765372,2097,10/21/2023 5:20,3427.395,Visa,Surat,POS,51,0
306,464505,2054,11/7/2023 0:30,6192.549,Visa,Surat,POS,28,0
309,847283,2068,2/3/2024 12:56,7378.5,MasterCard,Hyderabad,POS,43,0
310,889005,2055,11/24/2023 14:26,9433.6,MasterCard,Surat,Digital,68,0
311,175944,2032,1/14/2024 0:11,4400.802,MasterCard,Ahmedabad,Digital,21,0
314,781646,2082,12/30/2023 7:02,8874.9,Rupay,Delhi,POS,52,0
315,781022,2098,2/18/2024 7:25,6475.82,MasterCard,Delhi,POS,30,1
317,474513,2061,9/9/2023 1:26,12253.005,,Pune,Digital,28,0
318,622573,2097,2/16/2024 12:56,9482.693,MasterCard,Jaipur,Digital,35,0
319,197948,2072,1/5/2024 5:57,12709.23,Visa,Bangalore,Digital,51,0
320,534065,2025,9/21/2023 22:56,9193.32,Visa,Jaipur,Digital,56,0
322,954928,2072,11/25/2023 7:57,8318.937,MasterCard,Jaipur,POS,,1
323,768567,2072,3/26/2024 2:43,,Visa,Surat,Digital,67,0
324,437589,2039,1/8/2024 10:45,8427.89,Visa,Hyderabad,Digital,27,0
325,665052,2016,1/30/2024 14:45,7298.48,Visa,Jaipur,POS,24,0
327,155159,2088,11/25/2023 6:00,6578.81,,Kolkata,Digital,,1
328,611094,2060,1/23/2024 7:18,1815.42,Visa,Ahmedabad,Digital,29,0
329,280217,2042,4/1/2024 6:30,,,,Digital,24,0
331,733695,2024,3/31/2024 23:42,15472.0665,Rupay,Bangalore,Digital,43,0
332,785614,2038,9/28/2023 12:55,527.538,Visa,Delhi,POS,50,
333,173749,2034,11/13/2023 20:38,2027.892,,Mumbai,Digital,54,1
334,629068,2002,1/5/2024 3:59,2041.05,,Chennai,Digital,65,0
335,584505,2043,12/23/2023 16:30,7273.5,Rupay,Jaipur,Digital,32,
336,361618,2050,3/30/2024 0:15,14736.528,,,Digital,19,0
337,940048,2093,12/11/2023 21:50,2391.884,Rupay,Surat,,,1
339,415965,2011,9/3/2023 21:58,10098,,Ahmedabad,Digital,49,0
340,892523,2018,2/25/2024 7:24,8809.656,Visa,Delhi,Digital,21,0
341,632037,2043,10/28/2023 10:59,5445.26,MasterCard,Kolkata,Digital,37,
343,466853,2048,9/25/2023 12:58,5108.19,Visa,Ahmedabad,Digital,53,1
344,644971,2060,3/14/2024 20:45,3010.61,Rupay,,,49,0
345,649491,2016,1/15/2024 7:17,5671.97,Visa,Jaipur,Digital,45,0
346,605826,2073,11/28/2023 9:15,6904.41,Visa,Delhi,Digital,30,1
347,315395,2056,2/10/2024 13:48,8739.56,MasterCard,Kolkata,Digital,18,1
349,134648,2046,1/27/2024 2:42,13721.688,Rupay,Ahmedabad,Digital,65,
350,501079,2011,3/3/2024 23:57,2464.065,MasterCard,Kolkata,Digital,47,1
351,673149,2061,11/5/2023 19:01,5571,Rupay,Hyderabad,Digital,53,
352,359268,2079,9/24/2023 13:14,157.135,MasterCard,Delhi,POS,42,0
353,405436,2087,10/4/2023 10:51,2754.895,Rupay,Bangalore,Digital,33,0
354,172737,2082,1/7/2024 10:48,8733.948,Visa,Delhi,Digital,36,1
355,891200,2007,10/12/2023 22:10,11902.212,Visa,Ahmedabad,Digital,18,1
357,262267,2020,3/20/2024 7:48,4044.87,Rupay,Kolkata,Digital,68,
358,805087,2080,2/5/2024 18:52,9612.852,MasterCard,Bangalore,Digital,39,0
359,973048,2086,11/5/2023 12:36,2288.165,,Hyderabad,,41,0
360,121627,2079,9/4/2023 13:44,5573.1,,Surat,Digital,60,0
361,540825,2069,11/18/2023 14:10,,Visa,Hyderabad,Digital,62,0
363,812929,2024,12/31/2023 18:44,2112.935,MasterCard,Chennai,Digital,54,0
365,359297,2088,12/11/2023 6:55,,MasterCard,Mumbai,POS,53,0
366,170291,2011,11/27/2023 17:45,5564.55,Visa,Bangalore,Digital,21,0
367,345963,2014,3/1/2024 15:07,102.03,Rupay,Chennai,POS,53,0
368,997041,2058,1/15/2024 5:19,11432.79,MasterCard,Bangalore,POS,69,1
369,475663,2025,1/27/2024 19:42,401.35,MasterCard,Kolkata,Digital,35,0
370,262577,2025,3/17/2024 1:06,11205.075,MasterCard,Pune,Digital,67,0
371,668461,2046,9/11/2023 20:14,2477.616,MasterCard,Bangalore,Digital,33,
372,893855,2031,1/20/2024 12:00,11499.396,Visa,Mumbai,Digital,58,0
374,526115,2015,10/15/2023 22:42,3963.564,MasterCard,Chennai,,39,0
377,335219,2022,12/10/2023 5:51,15790.824,Rupay,Surat,POS,53,0
378,104956,2025,9/2/2023 8:19,10959.883,Rupay,Pune,Digital,61,0
379,169048,2084,11/10/2023 18:04,3714.68,MasterCard,Delhi,POS,56,1
380,874041,2085,10/30/2023 15:29,4965.048,Visa,,Digital,64,0
381,939076,2006,1/18/2024 7:39,8681.532,Visa,Ahmedabad,Digital,,0
383,826533,2078,10/24/2023 2:06,10711.422,MasterCard,Kolkata,Digital,43,0
384,779070,2006,9/25/2023 20:14,,MasterCard,Kolkata,POS,38,0
385,695642,2008,3/24/2024 10:40,4571.149,Rupay,Hyderabad,POS,,1
386,251508,2047,2/20/2024 16:02,8365.68,Visa,Delhi,POS,,0
388,125257,2058,11/16/2023 22:47,6214.91,MasterCard,Bangalore,,68,1
389,268831,2086,9/15/2023 14:34,3945.876,MasterCard,Pune,POS,26,0
391,800613,2081,3/24/2024 11:38,975.26,Visa,Mumbai,POS,31,0
392,844685,2094,3/1/2024 15:05,5902.61,Rupay,,Digital,66,0
393,629505,2093,2/13/2024 2:39,8704.224,Visa,Hyderabad,Digital,54,1
394,131440,2038,3/23/2024 20:12,7729.368,MasterCard,Pune,POS,19,0
395,959406,2098,2/12/2024 22:27,,Rupay,Chennai,Digital,69,0
396,213581,2017,11/4/2023 15:26,6985.008,Visa,Hyderabad,POS,65,0
397,308078,2058,2/3/2024 17:43,6764.124,Visa,Mumbai,POS,,0
398,551170,2016,10/4/2023 2:29,8442.855,Visa,Surat,Digital,31,1
400,105287,2030,2/8/2024 20:17,7458.946,MasterCard,Surat,,,
401,101299,2023,1/29/2024 1:13,,Visa,Chennai,Digital,56,0
402,654973,2098,2/11/2024 2:12,4922.496,MasterCard,Surat,POS,64,0
403,290199,2059,10/20/2023 8:33,8259.24,MasterCard,,Digital,68,1
404,590079,2044,12/5/2023 18:52,5508.404,MasterCard,Ahmedabad,POS,37,
405,899383,2097,10/5/2023 16:06,,Rupay,Ahmedabad,Digital,19,1
407,438760,2036,12/21/2023 12:15,3375.67,Visa,Jaipur,Digital,58,0
408,232219,2042,1/9/2024 13:58,9431.664,Rupay,Surat,Digital,36,1
409,756370,2039,11/10/2023 10:37,8509.716,Visa,Kolkata,POS,54,1
410,311229,2089,2/2/2024 13:39,,MasterCard,Surat,Digital,35,
411,685364,2054,9/9/2023 1:18,7795.245,Visa,Surat,Digital,33,
412,798702,2086,3/22/2024 0:53,7973.964,Rupay,Kolkata,POS,66,0
414,915091,2014,12/18/2023 12:37,3647.072,Visa,Pune,Digital,46,0
415,554435,2003,10/27/2023 19:19,4368.49,Visa,Kolkata,Digital,24,1
416,171888,2092,10/17/2023 20:37,1024.727,Visa,Chennai,Digital,31,0
418,764795,2024,9/27/2023 10:04,6002.34,MasterCard,Mumbai,Digital,52,0
419,121982,2012,1/14/2024 20:27,8843.82,,Delhi,Digital,22,0
420,251750,2081,3/26/2024 8:08,9983.56,MasterCard,Mumbai,POS,,
421,610825,2032,2/19/2024 9:16,9334.48,Rupay,Jaipur,POS,59,0
422,877296,2015,1/1/2024 6:35,6443.52,Visa,,POS,,0
423,192396,2041,12/19/2023 15:14,4241.42,Visa,Ahmedabad,Digital,27,1
424,163512,2065,11/2/2023 2:15,9569.94,Rupay,Mumbai,Digital,60,0
425,545462,2054,12/1/2023 10:18,9440.676,Visa,Hyderabad,Digital,34,0
427,587969,2041,10/8/2023 2:26,6812.1075,Rupay,Chennai,Digital,,0
428,765424,2033,1/7/2024 18:12,10087.236,Rupay,Mumbai,POS,59,0
429,602736,2029,11/15/2023 17:17,4256.054,Visa,Mumbai,Digital,26,0
430,597624,2012,10/10/2023 7:39,6888.156,Rupay,Bangalore,Digital,66,0
431,978640,2012,9/10/2023 12:07,6488.141,Visa,Jaipur,Digital,,1
432,201828,2017,1/10/2024 21:45,1885.54,Visa,Surat,POS,53,0
